"gene_id","gene_name","Lmx1a_E1_R1","Lmx1a_E1_R2","Lmx1a_E1_R3","Lmx1a_E1_R4","Sox3U3_R1","Sox3U3_R2","Sox3U3_R3","Sox3U3_R4"
"ENSGALG00000049003","ENSGALG00000049003",3,6,12,11,41,12,4,7
"ENSGALG00000053647","ENSGALG00000053647",9,4,30,24,46,15,10,9
"ENSGALG00000048158","ENSGALG00000048158",0,1,0,1,3,1,0,1
"ENSGALG00000052423","ENSGALG00000052423",1,0,0,6,3,0,3,2
"ENSGALG00000048786","ENSGALG00000048786",2,1,4,8,23,5,6,6
"ENSGALG00000052673","ENSGALG00000052673",15,1,11,11,39,3,11,16
"ENSGALG00000047775","ENSGALG00000047775",0,0,0,0,0,0,0,0
"ENSGALG00000050728","ENSGALG00000050728",0,1,5,10,6,3,2,2
"ENSGALG00000048712","RNF115",86,73,282,241,305,143,54,33
"ENSGALG00000052849","ENSGALG00000052849",13,4,45,18,46,8,8,12
"ENSGALG00000052515","ENSGALG00000052515",40,43,111,112,156,101,31,50
"ENSGALG00000053555","ENSGALG00000053555",1,0,4,1,3,1,0,0
"ENSGALG00000055092","ENSGALG00000055092",60,56,176,107,367,98,96,83
"ENSGALG00000049193","IQGAP3",22,58,201,155,386,101,30,43
"ENSGALG00000051918","TTC24",13,18,40,50,150,49,14,5
"ENSGALG00000046023","NAXE",151,158,459,538,1023,342,233,278
"ENSGALG00000048365","GPATCH4",397,307,1031,895,1432,523,296,394
"ENSGALG00000050772","ENSGALG00000050772",59,49,139,103,349,147,89,137
"ENSGALG00000042214","UBQLN4",658,529,1738,1472,2375,799,467,632
"ENSGALG00000053058","LAMTOR2",132,132,578,460,627,206,136,151
"ENSGALG00000029812","RAB25",3,1,11,4,26,5,7,9
"ENSGALG00000050392","ENSGALG00000050392",9,7,42,55,63,22,8,9
"ENSGALG00000037802","ENSGALG00000037802",71,47,169,199,1719,634,290,502
"ENSGALG00000048452","ENSGALG00000048452",0,0,0,0,1,2,1,0
"ENSGALG00000048441","ENSGALG00000048441",0,0,0,0,4,3,1,0
"ENSGALG00000013348","OTUD7B",45,56,151,153,309,163,66,27
"ENSGALG00000035923","MTMR11",6,2,9,7,48,19,14,7
"ENSGALG00000013352","SF3B4",140,123,421,333,431,177,78,125
"ENSGALG00000050830","SV2A",10,3,21,19,32,14,13,2
"ENSGALG00000054703","BOLA1",271,153,631,873,1695,656,303,277
"ENSGALG00000053181","ENSGALG00000053181",0,0,0,0,4,1,3,1
"ENSGALG00000054833","ENSGALG00000054833",0,0,2,1,10,0,1,4
"ENSGALG00000052250","HJV",3,2,6,14,16,20,0,7
"ENSGALG00000052872","ENSGALG00000052872",4,2,12,3,30,9,5,4
"ENSGALG00000048409","TXNIP",23,30,105,91,102,49,36,11
"ENSGALG00000052329","PEX11B",5,3,9,11,20,13,6,9
"ENSGALG00000048069","LIX1L",8,1,15,8,37,12,1,9
"ENSGALG00000052320","ENSGALG00000052320",10,3,35,43,63,23,6,5
"ENSGALG00000046765","ENSGALG00000046765",27,32,75,79,145,32,23,36
"ENSGALG00000036283","RBM8A",38,29,61,58,87,33,40,34
"ENSGALG00000049544","ENSGALG00000049544",0,0,0,0,0,0,0,0
"ENSGALG00000054006","ENSGALG00000054006",0,0,0,0,0,0,0,0
"ENSGALG00000049774","ENSGALG00000049774",121,101,477,439,834,396,183,203
"ENSGALG00000039205","ENSGALG00000039205",62,34,220,166,283,122,59,64
"ENSGALG00000029657","ENSGALG00000029657",3,4,24,6,20,4,2,2
"ENSGALG00000040685","ENSGALG00000040685",1,1,13,6,31,17,14,1
"ENSGALG00000028843","ENSGALG00000028843",0,1,18,1,3,9,3,1
"ENSGALG00000047672","ENSGALG00000047672",2,3,3,3,8,6,1,1
"ENSGALG00000054020","ENSGALG00000054020",0,1,5,0,7,2,0,0
"ENSGALG00000048841","ENSGALG00000048841",0,0,2,1,3,0,8,0
"ENSGALG00000027640","ENSGALG00000027640",1,0,1,0,1,0,1,0
"ENSGALG00000053111","ENSGALG00000053111",0,2,0,0,0,0,0,0
"ENSGALG00000026987","ENSGALG00000026987",0,0,0,1,0,1,1,0
"ENSGALG00000028706","F-KER",1,1,8,11,17,7,0,7
"ENSGALG00000039987","ENSGALG00000039987",0,0,3,2,2,6,1,1
"ENSGALG00000040425","ENSGALG00000040425",1,0,1,1,3,1,4,0
"ENSGALG00000050510","ENSGALG00000050510",0,1,0,7,1,1,4,9
"ENSGALG00000051189","ENSGALG00000051189",3,0,1,1,8,3,1,5
"ENSGALG00000048160","ENSGALG00000048160",1,2,7,0,4,3,0,8
"ENSGALG00000054186","ENSGALG00000054186",0,0,4,0,3,1,0,5
"ENSGALG00000050271","ENSGALG00000050271",0,0,0,3,7,1,0,3
"ENSGALG00000047022","ENSGALG00000047022",0,0,0,0,3,1,0,2
"ENSGALG00000040622","ENSGALG00000040622",0,0,4,2,1,0,1,0
"ENSGALG00000053096","ENSGALG00000053096",0,0,0,0,2,0,0,0
"ENSGALG00000034308","ENSGALG00000034308",0,0,0,2,0,2,4,0
"ENSGALG00000049449","ENSGALG00000049449",0,0,1,1,1,1,0,0
"ENSGALG00000041483","ENSGALG00000041483",6,0,19,2,9,7,2,1
"ENSGALG00000052180","ENSGALG00000052180",2,2,4,1,7,2,1,1
"ENSGALG00000033213","ENSGALG00000033213",10,3,20,24,12,15,1,1
"ENSGALG00000046792","ENSGALG00000046792",0,1,0,0,0,1,0,1
"ENSGALG00000053010","ENSGALG00000053010",0,0,1,1,9,1,5,1
"ENSGALG00000049037","ENSGALG00000049037",0,0,1,1,3,2,1,0
"ENSGALG00000049213","ENSGALG00000049213",0,0,1,0,0,1,0,0
"ENSGALG00000049044","ENSGALG00000049044",2,1,0,3,4,1,4,0
"ENSGALG00000024138","ENSGALG00000024138",3,3,0,3,6,4,1,6
"ENSGALG00000031300","ENSGALG00000031300",1,0,1,0,10,1,6,3
"ENSGALG00000018882","ENSGALG00000018882",3,0,0,10,14,5,0,8
"ENSGALG00000030486","ENSGALG00000030486",0,1,0,1,7,2,0,1
"ENSGALG00000029144","ENSGALG00000029144",0,2,0,7,32,12,5,6
"ENSGALG00000024136","ENSGALG00000024136",10,2,4,43,4,8,9,0
"ENSGALG00000042032","ENSGALG00000042032",0,1,8,1,12,0,3,6
"ENSGALG00000050156","ENSGALG00000050156",0,0,0,0,4,0,0,4
"ENSGALG00000045026","ENSGALG00000045026",0,1,4,3,8,10,6,9
"ENSGALG00000009153","COPA",2344,2019,8040,8660,19537,8093,3976,4855
"ENSGALG00000051035","ENSGALG00000051035",0,0,1,0,10,5,4,0
"ENSGALG00000047911","ENSGALG00000047911",4,1,22,16,77,18,15,18
"ENSGALG00000049060","EDYM2",2,2,4,2,16,5,1,4
"ENSGALG00000029799","EDPE",4,0,22,4,48,9,19,2
"ENSGALG00000050822","ENSGALG00000050822",0,3,6,6,5,7,4,1
"ENSGALG00000054721","EDQCM",4,2,0,15,44,12,7,5
"ENSGALG00000053966","EDDM",5,6,10,43,25,73,7,29
"ENSGALG00000027316","CRNN",11,17,55,32,225,120,48,73
"ENSGALG00000043660","SCFN",49,30,89,55,204,113,37,26
"ENSGALG00000036711","S100A11",314,279,770,842,4275,1252,957,951
"ENSGALG00000009147","NCSTN",392,424,1608,1523,4304,1953,1142,1148
"ENSGALG00000025817","NHLH1",255,141,324,336,1270,766,194,163
"ENSGALG00000030643","VANGL2",95,77,264,242,480,257,95,92
"ENSGALG00000037026","ENSGALG00000037026",9,8,10,12,10,25,5,17
"ENSGALG00000006229","ENSGALG00000006229",12,2,8,27,81,20,7,28
"ENSGALG00000046393","ENSGALG00000046393",4,6,32,22,38,20,8,6
"ENSGALG00000035856","CD48",2,1,3,16,50,28,5,29
"ENSGALG00000040002","ENSGALG00000040002",7,1,20,15,76,20,7,17
"ENSGALG00000051628","ENSGALG00000051628",1,1,8,5,6,7,8,3
"ENSGALG00000051467","ENSGALG00000051467",14,20,34,37,52,38,11,19
"ENSGALG00000029528","KIRREL1",212,181,613,374,598,236,204,273
"ENSGALG00000027712","SLAMF8",44,26,92,92,239,98,60,73
"ENSGALG00000000669","ETV3",49,36,135,59,145,52,22,39
"ENSGALG00000027138","ENSGALG00000027138",1,0,2,3,10,7,0,1
"ENSGALG00000039163","ARHGEF11",124,96,437,291,784,252,114,118
"ENSGALG00000027351","LRRC71",77,61,296,296,426,173,96,27
"ENSGALG00000052868","ENSGALG00000052868",28,16,66,107,142,76,16,35
"ENSGALG00000028622","ENSGALG00000028622",9,8,48,31,89,31,23,14
"ENSGALG00000019019","NTRK1",15,13,23,16,128,43,36,25
"ENSGALG00000013253","INSRR",29,15,63,46,208,60,17,18
"ENSGALG00000026070","ENSGALG00000026070",64,59,168,307,1611,836,378,538
"ENSGALG00000044505","ENSGALG00000044505",10,2,19,16,93,30,17,17
"ENSGALG00000040696","PRCC",468,395,1223,812,1252,398,307,230
"ENSGALG00000032847","HDGF",1231,1012,3064,2852,4430,1677,1252,1280
"ENSGALG00000030994","MRPL24",754,652,2594,2122,4183,1276,856,721
"ENSGALG00000000576","RRNAD1",127,125,360,559,1253,464,188,281
"ENSGALG00000045721","ISG20L2",146,187,909,1033,1037,410,183,110
"ENSGALG00000029140","CRABP2",584,495,1993,1912,1965,759,523,568
"ENSGALG00000039072","ENSGALG00000039072",20,17,64,61,146,70,27,23
"ENSGALG00000053624","ENSGALG00000053624",82,79,427,291,512,252,113,107
"ENSGALG00000013239","ENSGALG00000013239",734,526,1745,1564,2350,1099,625,603
"ENSGALG00000045469","BCAN",38,41,153,133,295,105,105,98
"ENSGALG00000013234","HAPLN2",18,24,78,43,75,38,14,28
"ENSGALG00000013232","RHBG",20,15,107,54,244,125,90,143
"ENSGALG00000054360","ENSGALG00000054360",1,1,2,7,7,2,7,1
"ENSGALG00000028381","gga-mir-9-4",1,1,0,1,7,1,2,3
"ENSGALG00000037787","MEF2D",174,140,495,435,1590,772,271,332
"ENSGALG00000050723","gga-mir-12251",0,0,4,4,2,4,0,0
"ENSGALG00000049946","ENSGALG00000049946",2,0,3,5,26,4,11,1
"ENSGALG00000034042","PIAS3",44,39,109,113,137,56,41,40
"ENSGALG00000028518","gga-mir-6662",0,0,2,2,2,1,1,0
"ENSGALG00000047532","ENSGALG00000047532",8,13,40,35,58,33,14,20
"ENSGALG00000054117","ENSGALG00000054117",16,11,31,25,38,13,7,6
"ENSGALG00000046828","ENSGALG00000046828",256,195,732,603,999,269,172,81
"ENSGALG00000037441","ENSGALG00000037441",5413,4304,19837,15540,24274,6397,4404,2544
"ENSGALG00000041435","ENSGALG00000041435",101,70,363,338,888,218,137,204
"ENSGALG00000047376","ENSGALG00000047376",4,2,17,16,25,8,17,11
"ENSGALG00000013537","TPM3",4919,4581,17334,16232,33894,14019,7027,5612
"ENSGALG00000026685","gga-mir-190b",0,0,0,0,0,0,0,0
"ENSGALG00000034258","C25H1ORF43",634,519,2127,1869,4860,2215,821,1090
"ENSGALG00000024094","UBAP2L",537,473,1891,1481,2376,883,448,372
"ENSGALG00000027560","gga-mir-3536",2,1,0,0,2,2,0,1
"ENSGALG00000025620","RF00418",1,0,1,7,7,0,0,1
"ENSGALG00000039865","HAX1",6,9,19,20,69,13,12,6
"ENSGALG00000034501","ATP8B2",49,14,120,101,205,59,52,59
"ENSGALG00000030407","IL6R",37,33,102,91,216,94,74,122
"ENSGALG00000036125","SHE",14,8,45,45,53,35,23,13
"ENSGALG00000029450","UBE2Q1",281,195,770,510,798,289,264,217
"ENSGALG00000002707","CHRNB2",4,2,10,16,27,7,7,10
"ENSGALG00000021475","ADAR1",386,270,1072,952,1275,633,367,312
"ENSGALG00000030554","KCNN3",9,4,16,13,54,14,5,22
"ENSGALG00000046656","PMVK",342,225,850,929,1345,421,271,347
"ENSGALG00000050763","PBXIP1",29,30,117,129,212,76,20,22
"ENSGALG00000051065","PYGO2",32,19,70,50,73,30,15,7
"ENSGALG00000039775","SHC1",416,452,1883,2020,3513,1507,682,308
"ENSGALG00000028664","CKS1B",281,251,1049,943,1532,433,261,225
"ENSGALG00000027700","FLAD1",540,493,1925,2010,3752,1569,688,716
"ENSGALG00000053285","ENSGALG00000053285",2,1,14,5,19,14,3,11
"ENSGALG00000054815","ENSGALG00000054815",0,0,3,3,16,2,6,0
"ENSGALG00000046959","ENSGALG00000046959",0,0,0,5,9,1,0,0
"ENSGALG00000047551","ENSGALG00000047551",0,1,3,0,1,0,0,1
"ENSGALG00000051668","ENSGALG00000051668",58,34,164,92,175,75,61,51
"ENSGALG00000052095","ENSGALG00000052095",1,1,9,11,12,3,0,5
"ENSGALG00000038424","ENSGALG00000038424",0,5,0,5,15,9,6,7
"ENSGALG00000027167","ENSGALG00000027167",3,4,19,12,20,12,1,5
"ENSGALG00000026754","ENSGALG00000026754",18,32,127,71,195,72,19,21
"ENSGALG00000030405","ENSGALG00000030405",8,3,20,29,24,14,2,7
"ENSGALG00000013668","ENSGALG00000013668",2,4,4,1,6,4,1,10
"ENSGALG00000053983","ENSGALG00000053983",2,0,4,2,5,4,5,4
"ENSGALG00000054074","ENSGALG00000054074",1,0,2,0,1,0,4,2
"ENSGALG00000028374","ENSGALG00000028374",0,0,6,4,2,4,1,1
"ENSGALG00000047111","ENSGALG00000047111",1,0,0,0,4,0,0,2
"ENSGALG00000052035","ENSGALG00000052035",1,0,1,0,4,0,0,0
"ENSGALG00000053540","ENSGALG00000053540",0,0,0,1,1,1,2,0
"ENSGALG00000048696","ENSGALG00000048696",1,0,2,0,6,2,0,0
"ENSGALG00000027475","ENSGALG00000027475",0,0,0,0,7,2,2,0
"ENSGALG00000029958","ENSGALG00000029958",4,0,2,0,5,0,1,2
"ENSGALG00000049659","ENSGALG00000049659",0,1,0,0,0,1,0,0
"ENSGALG00000053813","ENSGALG00000053813",1,0,1,3,4,0,0,4
"ENSGALG00000047286","ENSGALG00000047286",0,0,0,0,0,0,0,0
"ENSGALG00000026964","ENSGALG00000026964",1,0,1,3,1,3,0,2
"ENSGALG00000047689","ENSGALG00000047689",1,0,6,1,6,1,1,1
"ENSGALG00000035100","EDMTF1",9,8,15,16,34,2,4,2
"ENSGALG00000049097","EDMTF2",4,0,4,4,11,1,2,1
"ENSGALG00000034126","EDMTF4",10,4,29,5,16,15,2,14
"ENSGALG00000030242","EDMTFH",0,1,7,0,0,1,0,0
"ENSGALG00000031901","EDBETA",1,3,3,3,17,5,2,8
"ENSGALG00000030596","EDYM1",3,1,15,1,0,12,2,1
"ENSGALG00000029526","ENSGALG00000029526",1,1,13,24,35,17,4,16
"ENSGALG00000040847","EDQM3",1,3,1,1,20,3,8,4
"ENSGALG00000032721","EDCH4",1,1,0,0,15,10,3,1
"ENSGALG00000033392","EDCH3",1,0,2,1,8,6,0,6
"ENSGALG00000041382","EDCH2",1,0,7,4,6,3,0,0
"ENSGALG00000038478","EDMPN2",3,0,9,9,8,2,0,0
"ENSGALG00000000341","EDMPN1",2,0,7,5,19,5,12,6
"ENSGALG00000032318","EDCH5",0,1,9,4,11,4,1,1
"ENSGALG00000039750","EDSC",0,3,8,12,22,9,11,10
"ENSGALG00000039876","EDQM1",2,5,3,4,5,11,2,3
"ENSGALG00000039344","EDKM",33,32,102,91,319,118,72,91
"ENSGALG00000032403","EDCH1",2,2,4,17,24,8,2,12
"ENSGALG00000024272","S100A9",4,7,6,15,64,15,11,16
"ENSGALG00000049021","ENSGALG00000049021",0,0,3,0,10,3,4,7
"ENSGALG00000041826","S100A6",100,66,257,291,1263,315,288,435
"ENSGALG00000026613","ENSGALG00000026613",3,3,3,5,31,8,1,15
"ENSGALG00000037599","ENSGALG00000037599",2,0,0,7,34,14,15,10
"ENSGALG00000028924","S100A16",3,1,5,2,46,8,15,8
"ENSGALG00000053980","ENSGALG00000053980",11,19,46,41,184,51,39,86
"ENSGALG00000046614","S100A13",7,13,30,21,38,14,5,5
"ENSGALG00000034458","S100A1",55,71,266,137,355,122,95,147
"ENSGALG00000042129","ENSGALG00000042129",84,55,306,267,427,173,73,57
"ENSGALG00000026796","SNAPIN",119,109,417,395,703,214,133,158
"ENSGALG00000011570","ILF2",5832,4997,18509,19457,36865,15917,7259,7662
"ENSGALG00000037869","ENSGALG00000037869",34,14,45,42,150,34,27,14
"ENSGALG00000027046","INTS3",108,72,369,266,299,145,112,141
"ENSGALG00000048178","SLC27A3",118,129,556,301,433,199,88,130
"ENSGALG00000051276","GATAD2B",36,34,86,75,143,26,29,19
"ENSGALG00000047622","ENSGALG00000047622",21,21,52,29,58,30,12,8
"ENSGALG00000049516","ENSGALG00000049516",5,2,14,6,21,9,8,9
"ENSGALG00000048707","ENSGALG00000048707",1,0,0,2,2,1,0,1
"ENSGALG00000047266","ENSGALG00000047266",0,0,0,0,0,0,2,0
"ENSGALG00000039071","ENSGALG00000039071",20,13,41,21,54,12,11,20
"ENSGALG00000036955","NEDD8",499,389,1357,1370,1685,548,371,367
"ENSGALG00000048377","ENSGALG00000048377",11,12,27,28,23,8,4,2
"ENSGALG00000047898","ENSGALG00000047898",4,3,8,10,43,12,6,3
"ENSGALG00000047751","ENSGALG00000047751",0,0,0,0,0,1,0,0
"ENSGALG00000052681","ENSGALG00000052681",1,0,14,4,16,7,6,4
"ENSGALG00000054637","ENSGALG00000054637",8,3,21,7,80,16,9,8
"ENSGALG00000049491","ENSGALG00000049491",1,2,2,4,17,8,1,3
"ENSGALG00000031002","ENSGALG00000031002",9,7,35,35,142,54,32,46
"ENSGALG00000051812","ENSGALG00000051812",0,1,2,2,2,0,1,0
"ENSGALG00000041797","ENSGALG00000041797",154,119,632,505,669,180,100,65
"ENSGALG00000029444","CLK2",143,118,363,369,695,219,204,102
"ENSGALG00000033653","ENSGALG00000033653",1,0,2,12,54,7,6,10
"ENSGALG00000028880","FDPS",564,525,2014,2135,5969,2255,762,654
"ENSGALG00000046464","RUSC1",97,80,294,230,488,187,99,113
"ENSGALG00000025563","gga-mir-1629",1,1,1,0,12,0,0,0
"ENSGALG00000014638","ASH1L",349,237,1042,697,1136,525,216,305
"ENSGALG00000019796","DAP3",842,687,3054,2909,5271,2266,1071,1256
"ENSGALG00000019794","MSTO1",134,98,377,332,549,137,88,94
"ENSGALG00000014643","ENSGALG00000014643",110,86,298,226,530,203,122,77
"ENSGALG00000052889","ENSGALG00000052889",11,5,41,37,73,28,15,8
"ENSGALG00000014646","SYT11",1121,792,3401,3428,5985,2707,1121,968
"ENSGALG00000025499","gga-mir-1752",0,0,0,0,0,0,0,1
"ENSGALG00000014647","RIT1",561,352,1582,1255,1617,679,313,308
"ENSGALG00000014652","KIAA0907",337,303,912,607,1553,507,284,350
"ENSGALG00000040025","RF00423",0,0,0,0,0,0,0,0
"ENSGALG00000039433","RF00426_1",0,0,0,0,0,0,0,0
"ENSGALG00000053391","ENSGALG00000053391",48,23,203,125,399,187,78,106
"ENSGALG00000043021","HORMAD1",16,15,66,29,117,62,22,23
"ENSGALG00000014640","GOLPH3L",44,30,149,210,928,300,148,190
"ENSGALG00000037480","ENSA",802,651,2531,2544,5661,2144,1025,1135
"ENSGALG00000044383","MCL1",563,491,2045,1870,2683,946,413,477
"ENSGALG00000043416","ENSGALG00000043416",214,197,626,508,1073,343,182,139
"ENSGALG00000014656","RPRD2",80,70,259,173,278,87,40,38
"ENSGALG00000028205","PRPF3",950,919,3458,3267,5578,2488,1112,1151
"ENSGALG00000052471","MRPS21",1056,800,2825,2479,4464,1442,1078,1028
"ENSGALG00000053641","ENSGALG00000053641",0,0,1,2,2,0,1,1
"ENSGALG00000045163","APH1A",196,121,601,453,955,410,191,165
"ENSGALG00000053884","ENSGALG00000053884",0,3,5,3,18,6,4,1
"ENSGALG00000047570","ENSGALG00000047570",56,57,228,252,285,118,71,77
"ENSGALG00000040336","ENSGALG00000040336",8,3,9,6,19,10,2,6
"ENSGALG00000018702","ENSGALG00000018702",157,132,450,363,567,292,181,196
"ENSGALG00000010507","FCRL4",79,47,227,154,474,100,78,95
"ENSGALG00000027697","gga-mir-6646-2",3,5,13,5,18,8,2,1
"ENSGALG00000053862","ENSGALG00000053862",22,25,39,52,81,15,17,14
"ENSGALG00000039816","ENSGALG00000039816",7,4,8,4,10,3,6,3
"ENSGALG00000047896","ENSGALG00000047896",3,4,35,10,35,15,8,30
"ENSGALG00000036925","CADM3",28,40,87,59,260,140,94,80
"ENSGALG00000053676","ENSGALG00000053676",18,10,47,24,184,113,66,68
"ENSGALG00000048074","ENSGALG00000048074",0,0,0,0,0,0,0,0
"ENSGALG00000022137","CRP",7,8,35,26,31,12,8,8
"ENSGALG00000039887","ENSGALG00000039887",13,8,12,19,65,18,4,12
"ENSGALG00000050459","DUSP23",151,131,564,460,1069,293,230,169
"ENSGALG00000031193","IGSF9",34,31,246,146,218,118,35,18
"ENSGALG00000036086","TAGLN2",337,319,1241,1039,1375,490,419,512
"ENSGALG00000043885","CFAP45",18,6,89,91,237,71,12,55
"ENSGALG00000038231","CFAP126",5,0,3,3,18,10,4,4
"ENSGALG00000054449","SDHC",805,747,2570,2427,3597,1136,838,844
"ENSGALG00000030372","MPZ",19,17,97,66,43,14,8,3
"ENSGALG00000051119","PCP4L1",9,6,13,16,8,6,3,3
"ENSGALG00000042095","NR1I3",2,0,4,5,30,2,3,0
"ENSGALG00000038400","TOMM40L",203,186,749,492,901,265,186,192
"ENSGALG00000049966","ENSGALG00000049966",101,52,250,178,1947,138,85,75
"ENSGALG00000051012","USP21",0,1,0,1,5,2,1,0
"ENSGALG00000054130","PPOX",14,9,218,137,52,22,5,2
"ENSGALG00000051361","ENSGALG00000051361",16,14,87,68,42,7,2,8
"ENSGALG00000030605","B4GALT3_1",29,29,68,65,115,37,36,42
"ENSGALG00000038810","ENSGALG00000038810",143,89,470,407,1252,427,239,167
"ENSGALG00000030502","ADAMTS4",20,6,48,21,189,53,11,6
"ENSGALG00000041418","NDUFS2",268,217,982,855,1418,391,282,189
"ENSGALG00000052689","ENSGALG00000052689",9,1,7,4,15,4,4,4
"ENSGALG00000048627","ENSGALG00000048627",518,530,1778,1491,2774,1469,672,772
"ENSGALG00000031066","ENSGALG00000031066",0,0,0,0,0,0,0,0
"ENSGALG00000050490","ENSGALG00000050490",7,5,16,11,17,10,13,5
"ENSGALG00000054667","ENSGALG00000054667",3,3,12,8,12,5,8,2
"ENSGALG00000047665","ENSGALG00000047665",5,2,17,4,18,4,5,1
"ENSGALG00000046739","ENSGALG00000046739",33,11,60,63,121,50,27,9
"ENSGALG00000051428","ENSGALG00000051428",427,338,1029,628,1026,411,264,366
"ENSGALG00000037980","ENSGALG00000037980",7,10,12,17,27,15,11,21
"ENSGALG00000047051","ENSGALG00000047051",0,0,0,0,0,0,0,0
"ENSGALG00000045073","ENSGALG00000045073",6,3,13,6,18,12,4,10
"ENSGALG00000050439","ENSGALG00000050439",4,2,11,3,23,7,7,6
"ENSGALG00000048928","ENSGALG00000048928",0,0,0,0,1,0,0,0
"ENSGALG00000050222","ENSGALG00000050222",0,1,2,0,3,1,0,1
"ENSGALG00000047284","ENSGALG00000047284",0,0,0,0,0,0,0,0
"ENSGALG00000042708","ENSGALG00000042708",14,13,68,56,108,51,7,23
"ENSGALG00000051218","ENSGALG00000051218",0,0,0,0,0,0,1,0
"ENSGALG00000051072","ENSGALG00000051072",2,6,15,13,13,7,2,2
"ENSGALG00000047310","ENSGALG00000047310",2,0,32,10,15,6,7,7
"ENSGALG00000048938","ENSGALG00000048938",0,0,3,1,1,1,1,0
"ENSGALG00000050447","ENSGALG00000050447",0,1,0,0,0,0,1,2
"ENSGALG00000045285","ENSGALG00000045285",0,0,2,3,6,0,3,0
"ENSGALG00000050085","ENSGALG00000050085",0,1,0,0,1,0,1,0
"ENSGALG00000054162","ENSGALG00000054162",8,5,8,4,22,2,5,5
"ENSGALG00000052947","gga-mir-7480-1",1,0,2,2,3,0,0,0
"ENSGALG00000054241","ENSGALG00000054241",0,2,9,11,11,10,2,5
"ENSGALG00000048816","ENSGALG00000048816",3,4,21,13,58,19,10,5
"ENSGALG00000053143","ENSGALG00000053143",0,0,0,1,0,0,0,0
"ENSGALG00000032765","ENSGALG00000032765",0,2,6,13,25,5,4,10
"ENSGALG00000045562","ENSGALG00000045562",2,0,5,5,7,2,0,1
"ENSGALG00000053020","ENSGALG00000053020",2,0,13,4,27,6,5,3
"ENSGALG00000050513","ENSGALG00000050513",0,1,1,1,6,2,2,3
"ENSGALG00000053333","ENSGALG00000053333",0,0,6,1,0,0,0,1
"ENSGALG00000048912","ENSGALG00000048912",2,1,5,2,7,1,0,0
"ENSGALG00000048517","ENSGALG00000048517",0,0,2,0,2,2,1,0
"ENSGALG00000049417","ENSGALG00000049417",3,2,14,3,18,5,1,12
"ENSGALG00000037290","ENSGALG00000037290",2,1,4,3,3,2,1,3
"ENSGALG00000054388","ENSGALG00000054388",0,0,0,0,0,0,0,1
"ENSGALG00000043671","ENSGALG00000043671",31,16,29,21,52,52,15,22
"ENSGALG00000047459","ENSGALG00000047459",1,0,0,0,0,0,0,0
"ENSGALG00000055109","ENSGALG00000055109",0,0,0,0,0,0,0,0
"ENSGALG00000043900","ENSGALG00000043900",10,17,38,58,80,37,15,9
"ENSGALG00000053406","ENSGALG00000053406",0,0,1,4,0,1,0,1
"ENSGALG00000052531","ENSGALG00000052531",0,0,2,1,2,1,2,2
"ENSGALG00000052675","ENSGALG00000052675",0,0,2,0,3,2,2,1
"ENSGALG00000053571","ENSGALG00000053571",0,0,1,4,5,3,1,2
"ENSGALG00000041718","ENSGALG00000041718",0,0,0,1,3,0,0,0
"ENSGALG00000047724","gga-mir-7480-3",0,0,0,0,2,0,0,1
"ENSGALG00000049092","ENSGALG00000049092",3,0,4,4,15,2,2,6
"ENSGALG00000054226","ENSGALG00000054226",13,5,17,15,64,25,6,7
"ENSGALG00000052876","ENSGALG00000052876",11,11,45,51,80,37,15,23
"ENSGALG00000032405","ZNF226L",29,34,103,134,255,94,43,77
"ENSGALG00000038595","POLR2I",1097,839,3230,3487,5075,1872,1163,1115
"ENSGALG00000050132","ZNF425",57,30,182,206,365,164,77,78
"ENSGALG00000039489","RF00002",1,1,7,23,8,12,1,1
"ENSGALG00000044502","ENSGALG00000044502",2,0,4,10,13,8,3,0
"ENSGALG00000044472","ENSGALG00000044472",46,39,139,181,286,108,64,60
"ENSGALG00000047036","gga-mir-6566",0,0,0,0,0,0,0,0
"ENSGALG00000053339","gga-mir-6566_1",0,0,0,0,0,0,0,0
"ENSGALG00000034319","ENSGALG00000034319",2,2,1,0,9,5,3,0
"ENSGALG00000053682","MHCIY",19,20,60,41,75,24,37,23
"ENSGALG00000052371","ENSGALG00000052371",0,0,0,0,0,0,0,0
"ENSGALG00000047025","ENSGALG00000047025",0,0,0,0,2,0,0,0
"ENSGALG00000048749","ENSGALG00000048749",0,0,0,0,0,0,0,0
"ENSGALG00000049208","ENSGALG00000049208",2,0,5,1,6,2,2,7
"ENSGALG00000051088","ENSGALG00000051088",1,1,6,6,10,2,3,5
"ENSGALG00000053730","ENSGALG00000053730",1,2,12,3,23,7,9,7
"ENSGALG00000048880","ENSGALG00000048880",21,14,44,39,73,23,5,16
"ENSGALG00000044569","ENSGALG00000044569",11,4,14,13,24,21,4,5
"ENSGALG00000052376","ENSGALG00000052376",2,2,1,4,7,3,3,4
"ENSGALG00000042684","ENSGALG00000042684",0,0,2,5,2,2,0,1
"ENSGALG00000047380","ENSGALG00000047380",14,8,47,39,99,47,13,39
"ENSGALG00000048063","ENSGALG00000048063",5,5,12,6,20,8,5,4
"ENSGALG00000054397","ENSGALG00000054397",0,2,16,7,2,2,0,2
"ENSGALG00000050091","ENSGALG00000050091",6,3,12,6,29,7,3,9
"ENSGALG00000047794","ENSGALG00000047794",0,1,5,13,19,4,4,7
